4.734946356160838854e-04,5.546780224504737353e-04,6.772135273556412205e-04,8.394408350068853584e-04,1.034321956935269028e-03,1.249182928030167627e-03,1.466481320570966638e-03,1.665688373733569287e-03,1.826088474688424002e-03,1.930011138282356192e-03,1.965822955750293893e-03,1.929997462161246258e-03,1.827768853093768384e-03,1.672210969464558907e-03,1.481965092315099377e-03,1.278153139314555306e-03,1.081165732211120112e-03,9.079718968629410481e-04,7.703903367580545222e-04,6.744739147887253254e-04,6.208867981028812731e-04,6.059722104253228688e-04,6.231471691249728176e-04,6.643031853272437712e-04,7.209952528811515568e-04,7.853175010558582653e-04,8.504576471922442333e-04,9.109788360759281129e-04,9.628986671903135312e-04,1.003632512621175071e-03,1.031854396392516918e-03,1.047313182525197667e-03,1.050629361658465084e-03,1.043089367442734307e-03,1.026449163677927573e-03,1.002755422936159758e-03,9.741899182049183281e-04,9.429402813544811301e-04,9.110979835808242448e-04,8.805824008664946004e-04,8.530882987692559732e-04,8.300530900319415132e-04,8.126397793160801842e-04,8.017315358446352363e-04,7.979342139179917536e-04,8.015837512758605590e-04,8.127561036908965628e-04,8.312781276202704361e-04,8.567385315676319347e-04,8.884986390821983382e-04,9.257032342226665950e-04,9.672922297210518813e-04,1.012014397688352618e-03,1.058445072418889984e-03,1.105010735925233967e-03,1.150024833262128709e-03,1.191740946657729146e-03,1.228431134214309469e-03,1.258497892824911790e-03,1.280626566691445926e-03,1.293979974865603613e-03,1.298428513867102641e-03,1.294798949466357749e-03,1.285117612779096028e-03,1.272823123054621581e-03,1.262930500039128809e-03,1.262134056882389466e-03,1.278821961252541188e-03,1.322920231707476338e-03,1.405386747545499032e-03,1.537079636828251597e-03,1.726725054874776732e-03,1.977921097905893568e-03,2.285585770732803668e-03,2.632873010404988921e-03,2.990034649373038336e-03,3.316611873680576795e-03,3.567481018192458775e-03,3.701850674433822177e-03,3.692927528536264596e-03,3.535341556295955052e-03,3.247880998793129664e-03,2.870445343909375051e-03,2.455889083276597152e-03,2.059028063177840637e-03,1.725940446116376072e-03,1.486426061675625654e-03,1.351190418571262663e-03,1.313619273603156218e-03,1.354675995225259038e-03,1.448941071958678630e-03,1.570093345491189530e-03,1.694849705593388847e-03,1.805124481042088723e-03,1.888680114289167326e-03,1.938754147153836857e-03,1.953137346466525363e-03,1.933059059501000907e-03,1.882099758985102123e-03,1.805243171731874810e-03
5.064605489703105342e-04,5.809810706168880420e-04,7.024962264167948630e-04,8.707161726449129087e-04,1.078955237418310203e-03,1.313561388634863639e-03,1.554630117545416097e-03,1.778173317159730199e-03,1.959531688336161974e-03,2.077420996177166326e-03,2.117733530841040511e-03,2.076189880599325216e-03,1.959180852086087055e-03,1.782585749500268215e-03,1.568863756883318592e-03,1.343133055013009600e-03,1.129152091199956244e-03,9.460483892005663127e-04,8.063467383053997753e-04,7.154499485831141304e-04,6.723617608328447603e-04,6.712155736296609868e-04,7.031175477960784201e-04,7.578962938753093775e-04,8.255061577195671636e-04,8.969892638955514075e-04,9.650188442672466040e-04,1.024108897907870372e-03,1.070591395492621369e-03,1.102450375758302990e-03,1.119079850425909201e-03,1.121010727390288168e-03,1.109635646112642213e-03,1.086949899515782855e-03,1.055319817925351455e-03,1.017285338713584675e-03,9.753998585040273657e-04,9.321074234259764087e-04,8.896548278496325176e-04,8.500343641057124316e-04,8.149518564789658311e-04,7.858141896704592651e-04,7.637306930580527956e-04,7.495233158701143390e-04,7.437413700281628615e-04,7.466775915259920952e-04,7.583832706339213667e-04,7.786811465922114945e-04,8.071755981387701041e-04,8.432603524785692002e-04,8.861244708911580588e-04,9.347577715293107440e-04,9.879571919981064605e-04,1.044336014777421349e-03,1.102338577553393581e-03,1.160264275842331008e-03,1.216306419999830819e-03,1.268613578347319937e-03,1.315382609317393989e-03,1.354992240532931855e-03,1.386182174520254277e-03,1.408274530773648498e-03,1.421423584491960041e-03,1.426871212246448410e-03,1.427186260064434607e-03,1.426480105417263829e-03,1.430610106492795179e-03,1.447381054730755272e-03,1.486692799850459481e-03,1.560434723628975184e-03,1.681729153579959810e-03,1.863005583507250590e-03,2.112546742638900330e-03,2.429741052081540054e-03,2.800231366408503612e-03,3.193048117948740598e-03,3.561999783415574321e-03,3.852566482467389367e-03,4.013446891776798614e-03,4.009677052818391707e-03,3.833080206114538192e-03,3.506353592560320070e-03,3.079084525419292437e-03,2.616640454870468053e-03,2.185296293185406708e-03,1.838211414487086331e-03,1.606307595612840693e-03,1.495958432773252921e-03,1.492804181986882080e-03,1.569201760468894990e-03,1.692393856887295647e-03,1.831200280535968212e-03,1.960227139227523323e-03,2.061631325227541046e-03,2.125063777090408900e-03,2.146555412810885379e-03,2.126977752516107101e-03,2.070488705276916832e-03,1.983176695007691712e-03,1.871983081113701066e-03
5.494624703137760075e-04,6.144054941742244872e-04,7.323144375699810853e-04,9.049284262534900173e-04,1.126423150991972275e-03,1.382355879940554491e-03,1.650218463716927007e-03,1.901905680181543859e-03,2.107890625730969060e-03,2.242337371732675087e-03,2.287987528727825851e-03,2.239601112307152645e-03,2.105055133920956563e-03,1.903806745301965834e-03,1.663121067569857088e-03,1.413031630590037791e-03,1.181266742184292366e-03,9.892623392274901492e-04,8.499549566231341018e-04,7.674860219675590147e-04,7.384577854369510277e-04,7.541045020064725398e-04,8.027125891044075302e-04,8.717775130147062488e-04,9.496168173860344234e-04,1.026372597103000946e-03,1.094479572127916422e-03,1.148738156033100562e-03,1.186135602708288930e-03,1.205531068485402816e-03,1.207285465251963690e-03,1.192887090062860062e-03,1.164603005551816117e-03,1.125172802293958069e-03,1.077553000898414564e-03,1.024714715688327098e-03,9.694930748630570336e-04,9.144838246738162205e-04,8.619804539982472372e-04,8.139440386789761851e-04,7.719977291364579861e-04,7.374382167499455567e-04,7.112574032924505116e-04,6.941686608250799851e-04,6.866333420105575399e-04,6.888844649829463113e-04,7.009456775205309079e-04,7.226446582885442688e-04,7.536210128052641191e-04,7.933294519780902153e-04,8.410395914318929576e-04,8.958340845377754094e-04,9.566070394616953566e-04,1.022064872335338125e-03,1.090732102827198869e-03,1.160965364602507604e-03,1.230980312730790708e-03,1.298898142258557084e-03,1.362820493171892043e-03,1.420942193814632654e-03,1.471708543951339440e-03,1.514016050134178682e-03,1.547443595510310894e-03,1.572490608205845235e-03,1.590800420608513149e-03,1.605370765379665523e-03,1.620796284911290392e-03,1.643618620326067108e-03,1.682814202210120534e-03,1.750260061324633533e-03,1.860681364477170981e-03,2.030248408938454402e-03,2.272972459881142122e-03,2.594698245043817585e-03,2.985882104678443463e-03,3.415976477120997914e-03,3.833051477776033226e-03,4.171226244388052430e-03,4.365451786091581812e-03,4.369534860817808099e-03,4.171115800030819783e-03,3.797874574757045037e-03,3.312212696241762736e-03,2.795787629644954763e-03,2.329051119678618963e-03,1.972754395425381415e-03,1.757185577999170528e-03,1.681281338789513769e-03,1.719781064945515633e-03,1.834269197301171194e-03,1.983911870085377973e-03,2.133220973139087883e-03,2.256066932274126535e-03,2.336524362061386060e-03,2.367699511538939264e-03,2.349639220941747257e-03,2.287090191551135066e-03,2.187523924099250925e-03,2.059586021021342622e-03,1.911982772078218203e-03
6.055683850192401362e-04,6.575231921605649392e-04,7.684952727177454205e-04,9.431302562816380871e-04,1.177220812655667675e-03,1.455912037527844292e-03,1.753909159729030026e-03,2.038223304021601328e-03,2.273290320486624078e-03,2.427491218605725472e-03,2.479512749188034215e-03,2.422875218565252384e-03,2.267386826103378987e-03,2.037114525517200528e-03,1.765421168170498451e-03,1.488405868368033015e-03,1.238442279313828982e-03,1.039320504011469757e-03,9.038601476086492986e-04,8.340528803570496866e-04,8.231267520516306934e-04,8.585989173961946228e-04,9.254169838742625290e-04,1.008561387056275535e-03,1.094824709750315261e-03,1.173767201708527958e-03,1.238012371820271110e-03,1.283098531816056131e-03,1.307081176471157433e-03,1.310029946429842581e-03,1.293512009793814114e-03,1.260114025419564352e-03,1.213028969998618863e-03,1.155718544442086056e-03,1.091652563375236466e-03,1.024120889736202574e-03,9.561097119276085708e-04,8.902317259458658203e-04,8.286988420021278515e-04,7.733261667989435421e-04,7.255569448124026075e-04,6.864995754768887185e-04,6.569694875783312028e-04,6.375303414452263440e-04,6.285306122807716306e-04,6.301330185735497681e-04,6.423354799239115471e-04,6.649833279720017290e-04,6.977733702275670845e-04,7.402511318099112229e-04,7.918031737676900104e-04,8.516467977571361321e-04,9.188196910909171046e-04,9.921721798616780011e-04,1.070364862396629450e-03,1.151874725450719242e-03,1.235013705895795458e-03,1.317965235862093463e-03,1.398846288459089328e-03,1.475803565097016413e-03,1.547150385196690691e-03,1.611542967684744063e-03,1.668180778737250042e-03,1.717001131936319843e-03,1.758837612299756327e-03,1.795544604855310415e-03,1.830165372400900832e-03,1.867310582755066272e-03,1.913929475111372965e-03,1.980463632293570815e-03,2.081885557822386271e-03,2.237455473421788923e-03,2.467618245792301858e-03,2.786968802205286918e-03,3.194068944334750148e-03,3.661656677965826386e-03,4.132851681000279491e-03,4.528283430976492475e-03,4.764832212772718810e-03,4.780668741731062925e-03,4.557139944575796034e-03,4.128368189007454968e-03,3.573978558666100584e-03,2.997052132788653386e-03,2.495491736399984683e-03,2.137565130532226212e-03,1.949809900502529362e-03,1.919241910861136866e-03,2.005790163748828216e-03,2.158185145840415663e-03,2.327502296919497192e-03,2.475472100281127415e-03,2.577479408435234560e-03,2.621770319592391877e-03,2.606715992367159267e-03,2.537568375467137444e-03,2.423531256975113533e-03,2.275476861263788821e-03,2.104346451268456625e-03,1.920142356750974798e-03
6.785704551291163369e-04,7.137083410901454584e-04,8.135797132244223769e-04,9.868755743010144185e-04,1.232097446262088837e-03,1.534652277565552638e-03,1.866407358635030793e-03,2.188620602449842679e-03,2.458209083685540530e-03,2.636140360591228242e-03,2.695823106632377810e-03,2.629157655085978974e-03,2.448492161994328571e-03,2.183897916129853151e-03,1.876536372331235551e-03,1.570006728606914044e-03,1.302049993630092703e-03,1.098657717894123550e-03,9.716515205630678288e-04,9.196157943442450407e-04,9.311658207174894862e-04,9.891828493370337719e-04,1.074817605261928080e-03,1.170528363370055506e-03,1.261919086863935550e-03,1.338503981728874628e-03,1.393695822906725751e-03,1.424333960559367573e-03,1.430004297566826992e-03,1.412318368505666166e-03,1.374246057957366962e-03,1.319546850602353527e-03,1.252314927607818280e-03,1.176637115248597683e-03,1.096353918591211124e-03,1.014909239327018743e-03,9.352722699994818782e-04,8.599147414555448907e-04,7.908277099777458879e-04,7.295639699783438691e-04,6.772945447398169994e-04,6.348701820760914525e-04,6.028811075100904467e-04,5.817103190126882671e-04,5.715773933994477626e-04,5.725711313736112258e-04,5.846704516267698607e-04,6.077538254455206856e-04,6.415982891896596920e-04,6.858697314172023871e-04,7.401067438589479944e-04,8.037008374759685306e-04,8.758762181347678859e-04,9.556725550847129701e-04,1.041934276459224222e-03,1.133310020344805054e-03,1.228266224328247594e-03,1.325119739452329483e-03,1.422095753590549511e-03,1.517418191793269179e-03,1.609437601675884266e-03,1.696792655946482162e-03,1.778583501158119374e-03,1.854512634212156317e-03,1.924939207056435009e-03,1.990827104809230873e-03,2.053676565603668007e-03,2.115705108586914043e-03,2.180686235632981265e-03,2.255750975934916157e-03,2.353867339565977271e-03,2.495609145674810517e-03,2.707702617588718646e-03,3.015781374179289046e-03,3.430915713812326615e-03,3.933803729596316127e-03,4.464877289596102215e-03,4.929264891543477974e-03,5.220028961275527749e-03,5.253271328712369286e-03,5.000762478832490761e-03,4.505097772021566041e-03,3.869465848572287408e-03,3.225398936218485963e-03,2.692028244611236604e-03,2.343848968579559378e-03,2.198425165628525163e-03,2.224618291474598619e-03,2.363062380617067786e-03,2.548191167910317158e-03,2.724306667100133503e-03,2.853269804253755464e-03,2.915234969121673157e-03,2.905353581871631882e-03,2.829092708789671118e-03,2.697817669126465531e-03,2.525346707321024595e-03,2.325592872094682517e-03,2.111137975020752847e-03,1.892508768647652466e-03
7.730440307989417054e-04,7.873183241809816055e-04,8.710632142584513044e-04,1.038443141988098801e-03,1.292204430558114691e-03,1.619134569776882948e-03,1.988465159840704932e-03,2.354759198205097839e-03,2.665542280238164183e-03,2.872191654386932729e-03,2.941162024412244998e-03,2.862208297472620955e-03,2.651063333346694809e-03,2.345709858448388838e-03,1.997361971997111720e-03,1.658894084365845423e-03,1.374119136002479712e-03,1.170727786979524612e-03,1.058146748895416210e-03,1.029822583797630146e-03,1.068243524914206256e-03,1.150709084523241898e-03,1.254294468970133108e-03,1.359222519450153238e-03,1.450557739566002511e-03,1.518566224066515181e-03,1.558226688500540880e-03,1.568326805846211687e-03,1.550449696267392017e-03,1.508026720327450450e-03,1.445538529896733815e-03,1.367889331075133625e-03,1.279949300761537697e-03,1.186245952587936968e-03,1.090779443586528891e-03,9.969353976426429970e-04,9.074699553474575506e-04,8.245444795005320250e-04,7.497909580390085468e-04,6.843930658274401157e-04,6.291716117046107764e-04,5.846664036704644213e-04,5.512092669330845643e-04,5.289850276496439047e-04,5.180787959323737701e-04,5.185089582613734531e-04,5.302460525591760378e-04,5.532182769719906591e-04,5.873048878869830932e-04,6.323192594037388339e-04,6.879839547206865981e-04,7.539008039692050682e-04,8.295196480410035877e-04,9.141100099440863406e-04,1.006740407973290242e-03,1.106270308597722372e-03,1.211359950734637245e-03,1.320503698305274497e-03,1.432093279639525029e-03,1.544517481738827457e-03,1.656301977325496571e-03,1.766282105915413471e-03,1.873777435015772834e-03,1.978700728512897480e-03,2.081503392125649832e-03,2.182878384707810822e-03,2.283272142390450378e-03,2.382535500881968141e-03,2.480392975348709884e-03,2.578550497400090499e-03,2.684735740522556629e-03,2.817426093607420037e-03,3.007806952398010304e-03,3.294130648966841352e-03,3.705410510921755551e-03,4.237526817666573478e-03,4.833076286675449390e-03,5.380433302025474512e-03,5.741291832521380756e-03,5.800171031657350151e-03,5.514077614810731012e-03,4.936984818297669372e-03,4.204951108740018900e-03,3.487621112115031445e-03,2.929343302798973446e-03,2.607237572108621424e-03,2.521534970740150778e-03,2.614710335050423728e-03,2.803630030066650222e-03,3.008587319815429848e-03,3.170561920833205385e-03,3.256208045242260912e-03,3.254651685900144305e-03,3.170851499559465114e-03,3.018838463216352245e-03,2.816382533026316748e-03,2.581414334012372639e-03,2.329953154433381940e-03,2.075134175694494723e-03,1.826958098494566290e-03
8.943300622262461124e-04,8.838665779420057465e-04,9.456903763742324602e-04,1.101146262349306454e-03,1.359322095962664295e-03,1.710155452821141139e-03,2.120895480084401298e-03,2.538475565934187207e-03,2.898676963610640703e-03,3.140356722340117805e-03,3.220688522565108569e-03,3.126544508600721198e-03,2.878232460482492948e-03,2.524287265797846031e-03,2.128979317770768494e-03,1.756623116694369137e-03,1.457660570808007360e-03,1.260393728014999690e-03,1.169724722048627293e-03,1.171659105989750205e-03,1.240812264412212602e-03,1.348076427464211299e-03,1.466531822505161287e-03,1.574896498967353004e-03,1.658744758210362524e-03,1.710175437904851246e-03,1.726655346969436589e-03,1.709591294927770462e-03,1.662964586337359373e-03,1.592185223320741107e-03,1.503212206303265351e-03,1.401928879328335174e-03,1.293737692742407373e-03,1.183331169039960338e-03,1.074596258848296675e-03,9.706134126662758783e-04,8.737176059602281587e-04,7.855951296286585450e-04,7.073964098186281448e-04,6.398508963193366445e-04,5.833748387042009265e-04,5.381664512950899183e-04,5.042856104465873093e-04,4.817169858438585675e-04,4.704165788065445535e-04,4.703422275894548815e-04,4.814689301724038692e-04,5.037899938383587611e-04,5.373051876758663499e-04,5.819973625372548871e-04,6.377994960297950211e-04,7.045548608044855570e-04,7.819739915971877587e-04,8.695932635650425058e-04,9.667410560108940761e-04,1.072518511535092449e-03,1.185802731129762108e-03,1.305280924981941110e-03,1.429524611444318947e-03,1.557112802335545694e-03,1.686809599228129841e-03,1.817788641111194167e-03,1.949865344617656955e-03,2.083642209525916715e-03,2.220405511332870091e-03,2.361585410906936761e-03,2.507705372156904949e-03,2.657111052189119107e-03,2.805388815008868792e-03,2.946977048901474380e-03,3.080347163276104215e-03,3.216402288119158889e-03,3.386167864198312127e-03,3.640056860532649499e-03,4.030874817087042386e-03,4.580211339667531779e-03,5.242020011800307272e-03,5.888755927739146648e-03,6.341070277226959137e-03,6.437651180823421304e-03,6.112403863066345582e-03,5.434976409740142206e-03,4.588258186679088427e-03,3.793275307934986570e-03,3.222974418952517187e-03,2.949323197234604305e-03,2.942434473838515582e-03,3.108350964831742454e-03,3.337028431473567508e-03,3.537854874706314323e-03,3.654960974223624148e-03,3.666324444544235076e-03,3.574774579768583583e-03,3.397539413282158697e-03,3.157768123800228349e-03,2.878926190576129064e-03,2.581692028689115768e-03,2.282625139770681939e-03,1.993936370778885865e-03,1.723865487056235610e-03
1.048372283734146527e-03,1.010140105594895324e-03,1.043792163119412492e-03,1.179750265645677573e-03,1.436201758071588589e-03,1.808926204552461755e-03,2.264605436530251880e-03,2.741783311293210200e-03,3.161576948034846082e-03,3.446350765434130076e-03,3.540720095399616397e-03,3.427622250655194477e-03,3.133644662196671295e-03,2.721578489674753541e-03,2.272768996946225323e-03,1.865543454302433235e-03,1.557137619836466329e-03,1.374434803048233279e-03,1.314680854716201389e-03,1.353505580777052391e-03,1.455820450120683378e-03,1.585660220112676804e-03,1.712799239811210478e-03,1.815792015997448258e-03,1.882232813547881148e-03,1.907389076023274918e-03,1.892201297318532463e-03,1.841287808777134936e-03,1.761266575946797246e-03,1.659489220221350156e-03,1.543169126062265278e-03,1.418839735083684108e-03,1.292068366787384268e-03,1.167355330781986349e-03,1.048158209521880520e-03,9.369929781084843871e-04,8.355752901901455356e-04,7.449758076250814374e-04,6.657723117639141857e-04,5.981882685673859269e-04,5.422125703371328057e-04,4.976985739744159334e-04,4.644426210819307000e-04,4.422432961729194558e-04,4.309430631443256351e-04,4.304538754829324268e-04,4.407680910826552176e-04,4.619557060209382232e-04,4.941486929440380054e-04,5.375132113514657223e-04,5.922107594592255662e-04,6.583500545341398284e-04,7.359326222818790347e-04,8.247967487508413124e-04,9.245665172239602055e-04,1.034614944804433580e-03,1.154052532991502742e-03,1.281754683546241494e-03,1.416443270181311220e-03,1.556838603553963810e-03,1.701895505642584154e-03,1.851124042669615886e-03,2.004957991832991091e-03,2.165056248533762419e-03,2.334303154918397800e-03,2.516161289095466148e-03,2.713057267778038947e-03,2.923856858756574816e-03,3.141376390094928559e-03,3.352128798152823573e-03,3.541287109885131543e-03,3.704594786893803445e-03,3.864202453938253047e-03,4.077979463675284605e-03,4.427079766924663963e-03,4.973022889314115090e-03,5.697225950563196938e-03,6.461752758506800198e-03,7.034435026787910772e-03,7.186546379103085982e-03,6.815234358104257061e-03,6.012431731135583005e-03,5.029276802615791596e-03,4.156212299457507676e-03,3.595629631254293988e-03,3.399384629613692432e-03,3.488971699828705402e-03,3.723387403115539958e-03,3.966341884489429578e-03,4.124607008054450956e-03,4.155606218523685315e-03,4.056559655383058967e-03,3.848290760131645866e-03,3.561384574225270102e-03,3.227097455480094131e-03,2.872545585388435862e-03,2.518842765517056732e-03,2.180965982627500622e-03,1.868488148655594525e-03,1.586644110812520519e-03
1.241305835792065821e-03,1.174174860511730065e-03,1.173626251743067027e-03,1.281013434745836019e-03,1.527072041334053996e-03,1.917368415519776813e-03,2.420668688880592279e-03,2.966867026676375720e-03,3.458875227585317923e-03,3.797145990374360246e-03,3.909051130152388191e-03,3.772064499354642157e-03,3.421538465485184262e-03,2.939785870922850212e-03,2.430611800250465342e-03,1.989273903353077841e-03,1.679137259122036579e-03,1.522172984990099705e-03,1.503539677617540989e-03,1.584978063549590411e-03,1.720098734086186135e-03,1.866401642302986793e-03,1.991963189077408485e-03,2.077273154587423731e-03,2.113909230580601675e-03,2.101789738089329847e-03,2.046228146605933752e-03,1.955422611395757869e-03,1.838587926043457662e-03,1.704708092369802436e-03,1.561797275261118771e-03,1.416539580737973415e-03,1.274190838905376721e-03,1.138647397686228576e-03,1.012609537630196474e-03,8.977875567440687498e-04,7.951157596594153349e-04,7.049531504227128306e-04,6.272596497705086854e-04,5.617435338937344170e-04,5.079801016691777409e-04,4.655039458718834540e-04,4.338782042431286578e-04,4.127442708520351810e-04,4.018550168513772888e-04,4.010938617488421423e-04,4.104812336258191322e-04,4.301691908469905488e-04,4.604243557448226736e-04,5.015989373109608525e-04,5.540896137396344318e-04,6.182845461315750538e-04,6.944999549699698614e-04,7.829096527724179692e-04,8.834737755365235264e-04,9.958766719366494730e-04,1.119488342331726631e-03,1.253368728560551228e-03,1.396339262026745701e-03,1.547150797607476118e-03,1.704779097537223540e-03,1.868870841133133103e-03,2.040326800023980515e-03,2.221914609206986687e-03,2.418624738961898911e-03,2.637241428005798576e-03,2.884438054787033436e-03,3.162937942158263512e-03,3.466314732558915292e-03,3.775009657661568176e-03,4.058426499657262140e-03,4.288371276889215572e-03,4.464342239716681017e-03,4.639544946846296467e-03,4.923098923176486529e-03,5.433442285770376246e-03,6.205865392483577402e-03,7.107133116732528878e-03,7.839452742277496639e-03,8.073694763037776376e-03,7.647412155750487293e-03,6.685450390505796002e-03,5.540791290240906601e-03,4.597119803016462558e-03,4.080438782344229798e-03,3.995816429299317574e-03,4.191458598197984539e-03,4.471543494884426539e-03,4.682035673508448854e-03,4.742485082674459569e-03,4.637140303907076253e-03,4.390236365422871267e-03,4.042797142499672536e-03,3.637318333802968835e-03,3.210008600129445142e-03,2.788123570571147611e-03,2.390091774798432447e-03,2.026890212702327915e-03,1.703787130687558224e-03,1.422004620349566787e-03
1.478652666154300129e-03,1.384941524084953163e-03,1.345627852861472698e-03,1.414344645056173511e-03,1.638370242091457011e-03,2.038601689340948601e-03,2.590473246665680757e-03,3.216064709081036758e-03,3.795965302451014857e-03,4.201292785246659930e-03,4.335371575501451372e-03,4.167946616888839988e-03,3.746828488336125234e-03,3.181438957702969420e-03,2.605242362551578837e-03,2.133445963356039345e-03,1.833298885650788516e-03,1.716182425882106398e-03,1.749188446001314918e-03,1.876367637706133221e-03,2.039252295367212971e-03,2.190460882432610466e-03,2.299224476255719643e-03,2.350882283549192257e-03,2.343276993666390529e-03,2.282384058976058127e-03,2.178477803871134433e-03,2.043300669979081392e-03,1.888228921443303645e-03,1.723240445453158749e-03,1.556457794790715252e-03,1.394069021139740083e-03,1.240473619447210723e-03,1.098543592744857756e-03,9.699253719411865711e-04,8.553363286511937681e-04,7.548303455482262714e-04,6.680212803759511681e-04,5.942623564708362713e-04,5.327847856180505538e-04,4.828014343801291302e-04,4.435820404355702391e-04,4.145060961578659903e-04,3.950985498289168564e-04,3.850522588008081890e-04,3.842398595574186013e-04,3.927165052761616079e-04,4.107138219881067000e-04,4.386244946531885612e-04,4.769761730888170915e-04,5.263929820567662954e-04,5.875429860663668310e-04,6.610707243332635463e-04,7.475156882944464232e-04,8.472206938524973587e-04,9.602388104404900853e-04,1.086254054397744161e-03,1.224539487291744248e-03,1.373986595684619253e-03,1.533251561394248594e-03,1.701075738683551202e-03,1.876842877166359173e-03,2.061414713482558319e-03,2.258196512975832026e-03,2.474161423300274935e-03,2.720168326483337132e-03,3.009440606693431549e-03,3.352914549535489838e-03,3.751017423582443579e-03,4.184012995471619173e-03,4.607252615085382849e-03,4.961286925975172055e-03,5.204625550146831786e-03,5.362684787199013814e-03,5.560648892398036176e-03,5.989426931472825906e-03,6.778317869703195594e-03,7.832092942434499064e-03,8.777312306362550567e-03,9.133810145521713622e-03,8.640466901056815391e-03,7.472973532935225406e-03,6.139950199429201373e-03,5.147758988203627109e-03,4.725114148944750507e-03,4.785936506900392504e-03,5.076762291254276194e-03,5.349238158535230166e-03,5.453347232386471927e-03,5.344791000088479349e-03,5.049262457996043542e-03,4.622651009551154329e-03,4.124131243872577145e-03,3.603078314927195876e-03,3.095150082735672551e-03,2.623035611575537298e-03,2.199010192680693389e-03,1.827808779796222596e-03,1.509161693061269799e-03,1.239778555958665580e-03
